Source,Target,date
NL,MC,2018.1.23 22:55
MC,IT,2018.1.26 18:40
IT,FR,2018.1.27 23:23
FR,MC,2018.1.31 13:35
MC,NL,2018.2.2 18:57
NL,AU,2018.2.6 06:33
AU,NO,2018.2.9 10:37
NO,SE,2018.2.18 21:51
SE,MX,2018.2.22 20:48
NL,FR,2018.8.1 10:22
US,GT,2018.9.28 17:56
GT,SV,2018.10.2 13:31
US,GT,2019.5.15 01:38
GT,US,2019.5.21 00:31
US,MX,2016.11.7 23:21
MX,US,2016.11.8 07:32
US,MX,2016.11.14 05:18
MX,US,2016.11.14 23:57
US,MX,2016.11.16 16:03
MX,US,2016.11.17 22:24
US,CA,2019.1.6 01:38
DE,CH,2017.2.25 16:41
CH,DE,2017.2.26 12:52
DE,CH,2017.4.16 07:53
CH,IT,2017.4.25 17:05
IT,CH,2017.4.28 13:23
AR,UY,2019.7.7 03:40
UY,BE,2019.7.10 00:47
BE,AR,2019.7.19 14:05
DE,CZ,2019.1.11 13:00
TR,IT,2015.6.18 16:45
GB,US,2017.9.28 07:48
US,GB,2017.9.30 17:02
BH,KW,2018.3.29 20:14
GB,IT,2017.8.14 10:40
PH,US,2018.2.27 02:02
US,PH,2018.3.9 12:15
PH,SK,2018.4.9 04:15
SK,PH,2018.4.26 13:47
PH,GB,2018.6.18 13:52
GB,PH,2018.6.18 23:19
PH,MV,2018.8.24 09:54
MV,PH,2018.9.22 06:38
CA,US,2017.7.21 18:03
US,CA,2017.7.25 13:27
HU,GB,2018.12.18 16:03
GB,HU,2018.12.28 12:20
RU,AU,2016.8.9 06:26
GB,US,2016.8.20 23:57
US,GB,2016.9.2 07:40
SI,HR,2018.7.3 18:36
MY,TH,2017.8.30 02:52
TH,MY,2017.8.30 08:01
KW,JO,2017.6.13 05:44
BR,ST,2018.1.25 15:45
AR,IN,2018.2.25 17:01
IN,AR,2018.3.23 13:03
AR,BR,2018.3.28 10:36
DK,NO,2017.7.26 08:05
NO,SE,2017.7.27 00:32
US,CD,2018.8.2 04:43
CD,EG,2018.8.3 03:41
EG,US,2018.8.5 18:06
US,CA,2018.3.13 02:50
RU,IT,2018.6.26 15:17
US,ES,2018.9.16 19:24
ES,US,2018.9.16 19:37
AU,US,2017.8.27 22:18
BY,NL,2018.12.3 15:10
NL,BE,2018.12.5 15:06
BE,LU,2018.12.6 15:51
CA,US,2014.12.6 16:35
US,CA,2014.12.8 08:56
BR,NL,2016.3.19 14:33
GB,DE,2017.8.25 15:23
DE,BE,2017.8.28 11:57
BE,FR,2017.8.28 16:28
FR,GB,2017.8.29 18:16
GB,ES,2017.9.6 08:30
ES,GB,2017.9.13 23:09
CA,US,2016.1.24 15:03
US,CA,2016.1.28 03:30
SG,MY,2019.2.22 04:46
MY,SG,2019.2.22 10:56
SG,MY,2019.2.23 04:47
MY,SG,2019.2.27 06:07
GB,PH,2018.6.29 11:36
PH,ID,2018.7.2 04:03
IQ,TR,2018.3.18 20:58
AE,FR,2018.10.31 23:16
US,IT,2018.12.3 05:43
IT,US,2018.12.12 14:13
US,JP,2019.10.14 07:28
US,ES,2019.2.11 16:35
ES,US,2019.2.12 16:15
BH,US,2017.8.8 17:08
PH,ID,2016.4.30 07:27
ID,PH,2016.4.30 10:43
PH,SE,2016.5.3 07:11
SE,PH,2016.5.4 11:25
US,CA,2018.6.26 12:15
CA,US,2018.6.27 05:01
US,CA,2018.7.7 12:23
CA,US,2018.8.1 09:43
TW,CA,2016.12.24 10:44
CA,JP,2016.12.24 10:51
JP,TW,2016.12.24 15:43
TW,JP,2016.12.24 15:47
JP,TW,2016.12.25 09:55
CH,FR,2014.4.18 14:16
FR,CH,2014.4.23 13:57
US,MX,2019.2.26 22:47
MX,US,2019.3.3 18:49
MY,SG,2017.2.5 16:23
GB,ES,2019.8.6 09:57
GB,CH,2018.11.9 11:52
ES,GR,2018.3.26 10:40
GR,ES,2018.4.1 17:48
GB,IT,2017.3.25 23:04
IT,GB,2017.3.25 23:12
GB,GR,2019.8.7 14:40
US,CR,2016.6.3 17:31
FR,IS,2018.1.10 16:02
GB,IT,2018.5.14 14:01
GB,US,2017.4.20 00:09
US,CA,2017.4.21 00:02
GB,ES,2016.8.7 16:02
ES,GB,2016.8.11 23:03
DE,NL,2018.7.15 17:27
MY,HK,2016.11.10 06:34
HK,US,2016.11.11 05:22
GB,ES,2019.1.26 15:13
ES,GB,2019.2.8 20:01
US,IE,2018.4.21 04:18
CA,CR,2015.4.30 16:52
CL,MX,2018.11.1 14:21
BR,CN,2019.4.1 03:46
CN,MO,2019.4.6 07:10
MO,CN,2019.4.6 08:32
CN,TH,2019.4.26 13:55
TH,LA,2019.4.29 09:06
LA,CN,2019.5.7 18:00
CN,MO,2019.5.15 07:20
MO,CN,2019.5.15 15:14
CN,MO,2019.5.16 18:08
MO,CN,2019.5.17 07:02
CN,MO,2019.5.20 06:50
MO,CN,2019.5.20 16:07
CN,PH,2019.5.23 07:45
PH,CN,2019.5.31 15:35
CN,MO,2019.6.3 01:06
MO,CN,2019.6.4 12:41
CN,MO,2019.6.15 14:51
MO,CN,2019.6.15 14:52
CN,HK,2019.6.16 01:17
HK,US,2019.6.17 00:02
US,BR,2019.6.17 14:41
FR,DE,2016.12.8 13:31
DE,FR,2016.12.10 13:41
FR,BE,2016.12.17 15:05
GB,PT,2017.11.12 09:39
PT,GB,2017.11.12 10:34
GB,FR,2017.11.14 21:57
FR,GB,2017.11.15 07:37
CA,US,2016.7.28 23:38
US,CA,2016.8.1 00:00
SA,AE,2019.10.12 14:50
AE,KW,2019.10.12 15:01
KW,SA,2019.10.12 19:21
SA,KW,2019.10.13 10:16
KW,SA,2019.10.13 17:04
SA,KW,2019.10.13 19:52
KW,SA,2019.10.13 21:07
SA,KW,2019.10.14 15:58
KW,SA,2019.10.14 16:42
FR,BE,2017.7.17 18:16
NL,BE,2017.12.4 06:50
BE,NL,2017.12.6 14:38
NL,BE,2017.12.18 07:23
DK,US,2018.5.2 13:40
ID,MY,2019.3.4 15:14
MY,ID,2019.3.8 16:12
SA,EG,2018.12.15 16:18
AR,CO,2018.4.28 23:19
ES,GB,2016.3.20 19:49
GB,ES,2016.3.20 20:11
ES,IT,2016.3.22 08:04
IT,ES,2016.3.22 08:06
BE,NL,2016.6.15 16:56
PH,MN,2017.11.5 04:34
MN,PH,2017.11.7 06:13
PH,HK,2017.11.16 10:31
HK,PH,2017.11.20 23:41
SG,TW,2018.3.9 17:34
TW,SG,2018.3.18 05:45
ID,SG,2018.11.22 08:16
SG,ID,2018.11.23 12:11
SA,ZA,2019.3.10 08:02
ZA,AE,2019.3.21 03:38
JO,MY,2017.2.15 12:42
BE,DK,2018.11.2 18:45
DK,BE,2018.11.8 11:06
US,CA,2016.6.2 02:25
CA,US,2016.6.5 20:58
KW,GB,2018.7.25 14:12
GB,DE,2018.7.26 05:40
DE,CH,2018.7.26 09:04
CH,IT,2018.7.26 15:05
IT,GR,2018.7.26 18:47
GR,CH,2018.7.26 20:36
CH,FR,2018.7.27 11:32
FR,DK,2018.7.27 21:21
DK,US,2018.7.28 09:24
US,GB,2018.7.28 17:18
US,AE,2019.1.6 13:28
US,GB,2019.2.20 02:17
US,SE,2019.1.5 16:05
SE,TH,2019.1.9 15:01
ES,AR,2016.12.18 14:12
AR,ES,2017.1.9 13:21
US,JP,2017.2.3 06:59
JP,GU,2017.2.3 12:15
GU,PH,2017.2.4 01:15
PH,TH,2017.2.7 16:38
TH,PH,2017.2.7 18:06
PH,TH,2017.2.8 05:06
TH,PH,2017.2.8 23:16
PH,TH,2017.2.10 00:09
TH,HK,2017.2.11 12:47
HK,US,2017.2.19 05:00
JP,AU,2017.10.10 11:16
AU,JP,2018.7.2 14:49
JP,AU,2018.7.9 06:52
AU,JP,2018.11.27 12:03
GB,DK,2017.5.19 15:08
DK,GB,2017.5.19 20:32
GB,DE,2017.5.26 16:08
DE,HU,2017.5.27 12:45
HU,DE,2017.5.27 16:17
DE,IT,2017.5.30 15:33
IT,GB,2017.5.31 21:08
GB,DE,2017.6.6 21:16
DE,GB,2017.6.8 07:31
GB,AT,2017.6.13 22:02
AT,GB,2017.6.14 22:40
GB,DE,2017.6.15 18:42
DE,ZA,2017.6.16 09:37
ZA,GB,2017.6.16 21:38
GB,IT,2017.6.21 17:25
IT,GB,2017.6.22 22:05
GB,CZ,2017.6.28 16:22
CZ,GB,2017.6.29 19:06
DO,SE,2015.4.10 01:03
SE,DO,2015.4.10 09:20
DO,FR,2015.4.12 23:10
US,IT,2017.2.10 06:16
IT,US,2017.2.10 19:33
ES,LV,2018.7.25 07:06
LV,ES,2018.8.6 15:58
TW,JP,2019.2.28 03:03
US,MX,2017.9.15 21:00
IE,GB,2018.9.3 14:17
GB,KW,2018.9.4 16:24
KW,IE,2018.9.30 15:05
IE,GB,2018.10.24 11:20
GB,IE,2018.11.6 03:36
US,SG,2015.4.10 13:04
RU,MX,2017.12.27 19:16
MX,RU,2018.1.4 16:54
ZA,LS,2018.12.7 14:16
US,MX,2015.11.26 21:32
UA,GR,2019.4.29 05:38
GB,IT,2015.7.12 20:00
IT,GB,2015.7.18 20:16
KE,SC,2019.10.3 11:50
US,CA,2018.7.6 04:14
CA,US,2018.7.9 01:20
NL,AT,2017.10.6 21:56
DE,IT,2019.5.8 16:21
FR,IE,2019.2.11 20:27
IE,FR,2019.2.15 12:07
AU,FR,2019.3.26 01:11
CA,US,2018.11.28 14:14
US,PE,2017.8.26 04:19
PE,VE,2017.8.26 04:46
VE,US,2017.8.27 18:09
US,CA,2017.8.28 23:34
CA,SY,2017.8.30 05:23
SY,GB,2017.8.30 05:38
GB,PE,2017.8.31 02:56
PE,AR,2017.9.2 04:14
AR,IQ,2017.9.2 04:24
IQ,JP,2017.9.2 04:36
JP,SY,2017.9.2 04:52
SY,CA,2017.9.2 05:06
CA,IT,2017.9.3 19:14
IT,AO,2017.9.5 06:10
AO,SY,2017.9.6 05:34
SY,US,2017.9.6 06:11
US,PE,2017.9.8 07:05
PE,SG,2017.9.9 17:13
SG,SY,2017.9.9 17:32
SY,US,2017.9.9 17:43
US,CN,2017.9.11 18:13
CN,US,2017.9.12 07:51
US,SY,2017.9.14 20:26
SY,US,2017.9.14 21:04
US,CN,2017.9.17 16:59
CN,SY,2017.9.17 17:09
SY,AF,2017.9.18 21:39
AF,US,2017.9.18 21:52
US,CN,2017.9.19 19:57
CN,SY,2017.9.19 20:03
SY,EG,2017.9.19 20:13
EG,GB,2017.9.20 04:15
GB,SY,2017.9.20 18:29
SY,VE,2017.9.20 18:40
VE,GR,2017.9.21 06:22
GR,SY,2017.9.22 01:56
SY,MM,2017.9.23 00:57
MM,GR,2017.9.24 17:10
GR,DE,2017.9.24 17:24
DE,IQ,2017.9.25 04:52
IQ,SY,2017.9.26 19:00
SY,KP,2017.9.28 16:31
KP,PL,2017.9.28 16:50
PL,QA,2017.9.28 17:06
QA,ES,2017.10.1 03:59
ES,DE,2017.10.1 04:09
DE,IT,2017.10.1 04:20
IT,US,2017.10.2 16:54
US,GB,2017.10.2 17:04
GB,SY,2017.10.2 17:26
SY,US,2017.10.2 23:13
US,MM,2017.10.4 13:56
MM,US,2017.10.4 14:14
US,SY,2017.10.5 14:53
SY,IR,2017.10.5 15:07
IR,SY,2017.10.5 15:48
SY,IL,2017.10.7 18:30
FR,PH,2016.12.26 20:25
PH,FR,2017.1.14 04:44
NL,CA,2019.7.3 16:28
JP,MP,2018.4.11 05:43
CO,PE,2017.5.11 21:21
PE,CO,2017.5.12 02:46
CO,PE,2017.5.16 05:43
GB,RU,2018.6.13 07:37
GB,ES,2018.11.13 10:11
US,TC,2019.3.9 23:21
ID,GB,2018.9.18 21:59
CO,VE,2018.4.29 18:52
VE,CO,2018.5.2 20:59
GB,US,2018.10.17 14:36
US,CO,2018.11.24 13:21
CO,US,2019.3.20 22:35
US,CO,2019.4.4 20:46
GB,FR,2018.12.31 16:27
ES,BE,2015.5.9 20:56
BE,ES,2015.5.12 20:52
ES,FR,2015.5.17 11:28
FR,ES,2015.5.25 20:29
US,MX,2018.12.13 23:55
MX,US,2018.12.22 22:50
PY,ES,2018.7.25 21:20
ES,BR,2018.8.4 22:14
BR,AR,2018.8.14 04:19
AR,PY,2018.8.15 04:09
ES,IT,2016.1.23 14:42
US,GB,2018.6.18 02:29
GB,HR,2018.6.18 15:39
HR,US,2018.6.20 15:45
US,AU,2018.6.22 00:11
AU,VN,2018.6.22 01:10
VN,MX,2018.6.25 15:48
MX,US,2018.6.25 16:13
US,CA,2018.6.25 20:13
CA,TN,2018.6.25 20:28
TN,PH,2018.6.25 20:39
PH,US,2018.6.25 22:33
US,IN,2018.6.25 23:35
IN,US,2018.6.25 23:58
US,MA,2018.6.26 07:06
MA,UA,2018.6.26 16:36
UA,US,2018.6.26 18:02
US,LB,2018.6.26 19:30
MX,IT,2017.7.22 23:14
PH,SG,2018.12.29 14:23
SG,PH,2018.12.31 15:50
SE,NO,2014.3.20 16:59
NO,SE,2014.3.26 17:20
IM,GB,2018.11.23 17:55
DE,KR,2016.12.9 09:58
KR,GB,2016.12.17 16:26
GB,PH,2016.12.18 20:42
PH,KR,2016.12.18 20:45
US,IT,2017.2.19 20:24
IT,US,2017.2.26 19:59
US,LU,2018.9.23 09:33
LU,US,2018.9.23 11:33
GB,FR,2019.11.3 22:51
ES,US,2019.8.28 08:23
US,ES,2019.8.29 10:55
ZA,CA,2018.10.14 15:30
CA,NL,2018.10.19 07:10
NL,ZA,2018.10.19 19:25
MY,SG,2017.3.24 13:04
SG,RU,2017.4.4 15:25
RU,MY,2017.4.9 11:01
MY,VN,2017.4.9 15:19
VN,MY,2017.4.10 12:28
MY,VN,2017.4.12 16:01
TH,SG,2018.9.15 08:31
SG,CN,2018.9.28 17:29
CN,TH,2018.9.28 18:25
TH,SG,2018.9.29 01:59
SG,US,2018.10.2 16:52
US,TH,2018.10.26 12:14
TH,SG,2018.11.9 08:30
SG,ID,2018.11.13 06:56
ID,TH,2018.11.20 12:48
AZ,TR,2018.7.13 04:16
GB,PT,2016.7.16 14:06
TW,TH,2017.5.28 09:54
TH,HK,2017.6.4 11:43
HK,TH,2017.6.9 16:03
IS,GB,2019.2.17 22:03
US,GB,2017.7.1 05:25
GB,US,2017.7.1 20:34
ZA,BW,2019.1.21 07:42
PH,JP,2017.8.2 07:21
RU,UA,2016.7.22 15:39
UA,RU,2016.8.1 18:08
RU,UA,2016.8.1 18:11
UA,RU,2016.8.2 11:22
ZA,MZ,2018.11.29 15:43
MZ,ZA,2018.12.2 08:12
GB,DE,2015.6.24 22:20
SA,MY,2018.3.24 11:18
US,FR,2018.8.11 21:59
FR,US,2018.8.17 22:32
IT,GR,2016.9.15 06:35
GR,IT,2016.10.14 06:25
US,JP,2015.7.30 08:47
PY,AR,2017.2.11 13:18
GB,IT,2017.11.30 09:21
IT,GB,2017.12.2 09:31
GB,HU,2017.9.1 18:10
HU,GB,2017.9.4 08:42
AU,AE,2019.1.14 03:57
CA,US,2017.9.16 17:15
GB,GR,2018.9.18 16:30
JP,EG,2018.5.30 13:24
EG,AE,2018.5.31 17:21
AE,JP,2018.6.1 06:18
PH,KR,2019.4.30 17:26
MX,CA,2018.8.8 22:19
CA,MX,2018.8.14 05:42
MX,CA,2018.8.17 03:53
CA,MX,2018.8.20 04:10
MX,CA,2018.8.25 03:48
CA,MX,2018.8.28 04:54
DE,CZ,2018.8.31 21:56
CZ,DE,2018.9.1 20:08
IE,ES,2015.6.24 17:45
ES,IE,2015.6.29 21:11
MY,TH,2017.8.13 03:59
GB,RU,2018.11.8 17:02
RU,DE,2018.11.10 07:40
GB,DK,2018.9.21 08:26
US,SE,2016.11.12 21:05
SE,DK,2016.11.16 22:35
EE,FI,2014.12.21 10:17
GB,BY,2017.2.20 11:10
CA,GB,2018.4.15 13:28
GB,CA,2018.4.24 16:03
FR,NL,2018.12.26 19:20
NL,HU,2018.12.27 22:44
HU,RU,2019.1.3 12:30
RU,FR,2019.1.21 09:14
FR,RU,2019.1.21 10:16
CR,VE,2019.2.23 04:54
VE,CR,2019.2.27 03:39
AS,WS,2018.11.11 20:24
FR,AT,2012.5.22 17:58
AT,FR,2012.5.22 21:15
BR,AR,2019.4.10 17:07
BR,NL,2018.5.31 12:34
NL,BE,2018.6.7 19:51
BE,DE,2018.6.10 06:48
DE,GB,2018.6.15 10:56
GB,BR,2018.6.16 08:55
US,MX,2019.2.11 18:19
MX,US,2019.2.11 20:39
IN,FR,2018.10.15 15:47
GB,ES,2017.12.9 08:43
PH,AU,2018.10.27 21:44
AR,US,2018.10.19 19:24
DE,NL,2016.11.1 10:51
NL,DE,2016.11.1 21:09
GB,OM,2015.12.26 16:30
OM,GB,2016.1.13 15:39
FR,PT,2019.3.12 19:13
BR,US,2013.12.6 22:13
NL,BE,2016.9.23 16:52
US,FR,2018.1.23 11:17
FR,US,2018.1.27 08:51
US,FR,2018.1.27 15:55
FR,US,2018.2.2 05:07
US,FR,2018.3.25 20:45
FR,US,2018.4.1 03:15
US,FR,2018.5.6 15:25
FR,US,2018.5.11 11:20
US,FR,2018.6.19 19:23
FR,US,2018.6.21 02:49
US,FI,2018.6.23 00:32
FI,US,2018.6.24 23:26
US,DE,2018.7.2 18:26
DE,US,2018.7.6 08:54
US,FR,2018.7.20 22:46
FR,US,2018.7.21 17:01
US,DE,2018.7.24 07:03
DE,US,2018.7.26 03:53
US,FR,2018.8.20 19:08
FR,US,2018.8.21 16:26
US,DE,2018.8.25 04:47
DE,US,2018.8.28 05:00
US,LU,2018.9.8 08:34
LU,US,2018.9.8 17:45
US,LU,2018.9.14 14:56
LU,US,2018.9.16 08:44
US,GB,2018.9.21 10:46
ZA,LS,2018.11.12 17:12
LS,ZA,2018.11.13 17:08
ZA,LS,2018.11.14 03:33
LS,ZA,2018.11.16 05:09
ZA,LS,2018.11.17 01:40
LS,ZA,2018.11.17 16:15
MX,US,2019.7.7 07:15
US,MX,2019.7.24 18:18
BR,DE,2015.8.16 21:01
CO,DE,2015.6.24 19:04
DE,IN,2015.6.26 02:51
IN,SG,2015.7.1 09:44
SG,ID,2015.7.4 01:01
NL,GB,2015.12.3 07:56
GB,NL,2015.12.4 19:32
FI,CH,2018.6.21 06:49
US,MP,2018.9.25 17:51
MP,KR,2018.10.14 02:25
KR,US,2018.10.15 06:12
AR,UY,2018.2.6 02:20
SA,BH,2019.8.3 07:56
GB,FR,2017.10.25 18:10
FR,GB,2017.10.25 18:32
GB,FR,2017.10.25 19:43
FR,GB,2017.10.26 18:10
CZ,GB,2019.7.19 23:53
GB,HR,2019.9.3 10:47
HR,GB,2019.9.8 08:09
PH,MY,2018.6.15 00:39
US,PT,2017.5.31 14:29
PT,US,2017.6.1 00:48
US,GB,2017.6.5 13:09
GB,US,2017.6.7 02:01
IE,SE,2018.8.24 17:23
TR,DE,2016.6.5 07:56
DE,US,2016.6.5 18:34
US,FR,2016.6.22 08:42
FR,US,2016.6.24 05:00
US,FR,2016.6.26 20:33
FR,US,2016.6.28 22:37
US,DE,2016.7.4 11:41
DE,US,2017.10.15 06:27
US,DE,2017.10.19 16:03
IT,US,2018.10.21 18:00
DE,FR,2017.10.9 19:18
DE,PL,2019.7.17 05:42
ES,CO,2017.9.25 10:00
CO,ES,2017.9.25 22:44
BR,CD,2018.11.18 17:22
CD,AO,2018.11.19 16:19
AO,BR,2018.11.19 16:48
CA,US,2018.10.18 17:34
DE,US,2018.9.7 20:11
US,DE,2018.9.10 09:16
DE,BR,2018.9.15 09:07
BR,US,2018.9.15 11:37
US,BR,2018.9.15 19:06
BR,GB,2018.9.21 17:30
GB,TN,2018.9.23 15:00
TN,DE,2018.9.24 14:54
DE,SG,2018.10.3 10:25
HK,JP,2018.1.27 22:19
JP,HK,2018.2.10 11:50
BH,TH,2017.7.30 07:13
DE,CH,2018.11.21 07:53
SE,FR,2018.11.21 19:59
US,DE,2018.7.25 17:19
US,CA,2019.9.20 01:35
CA,US,2019.9.23 00:50
US,IN,2018.12.26 18:41
IN,US,2018.12.27 20:07
DE,AT,2018.6.25 16:18
AT,DE,2018.6.27 18:02
DE,AT,2018.7.5 21:19
AT,DE,2018.7.6 15:24
DE,CH,2018.7.6 19:55
CH,DE,2018.7.7 18:15
DE,CH,2018.7.10 11:41
CH,DE,2018.7.10 14:54
DE,IL,2018.7.13 18:37
IL,DE,2018.7.15 09:10
DE,IL,2018.7.16 19:57
IL,DE,2018.7.18 14:34
DE,IL,2018.7.21 12:18
IL,DE,2018.7.21 15:06
DE,IL,2018.7.22 12:51
IL,DE,2018.7.23 14:07
ES,HR,2018.8.3 16:49
HR,ES,2018.8.12 10:03
MY,US,2017.6.25 09:39
US,MY,2017.6.26 09:26
SE,SK,2019.4.16 22:08
SK,IT,2019.4.19 14:02
IT,FR,2019.4.27 09:41
JP,TW,2019.2.19 09:04
TW,JP,2019.2.22 10:14
JP,US,2019.10.23 18:27
IT,IN,2018.11.30 18:38
IN,SG,2018.12.4 19:20
SG,IN,2018.12.5 07:15
IN,SG,2018.12.5 15:07
SG,MT,2018.12.7 10:08
MT,IN,2018.12.8 09:33
IN,SG,2018.12.9 10:40
SG,IN,2018.12.9 17:46
IN,BR,2018.12.11 11:23
BR,SG,2018.12.13 12:53
US,RU,2018.6.27 20:23
RU,US,2018.6.29 15:48
BR,IE,2017.11.17 17:45
US,ES,2015.3.1 16:28
ES,FR,2015.3.8 09:31
TR,CY,2018.9.21 08:21
CY,TR,2018.9.25 02:09
GB,AU,2018.12.31 03:15
MX,DO,2019.9.20 02:06
FR,IL,2018.12.15 11:12
IT,AT,2017.9.17 16:44
AT,IT,2017.9.26 18:05
FR,US,2018.1.8 02:42
GB,TH,2016.12.5 14:05
TH,GB,2016.12.9 18:05
GB,TH,2016.12.16 12:57
TH,MA,2016.12.17 11:36
MA,BE,2016.12.19 14:26
BE,GB,2016.12.22 18:55
GB,FR,2016.3.11 20:03
TR,US,2016.10.27 04:35
AE,YE,2018.12.20 03:09
CH,SG,2018.1.29 16:41
SG,NZ,2018.2.3 07:58
NZ,AU,2018.2.10 22:47
AU,ID,2016.3.25 06:31
GB,ES,2018.3.18 08:28
SG,TH,2019.2.4 07:57
TH,SG,2019.2.5 13:23
GB,NL,2018.5.15 05:48
NL,GB,2018.5.20 14:37
GB,CZ,2018.5.22 10:23
US,MX,2013.7.11 04:14
US,KR,2017.8.11 08:07
KR,JP,2017.8.12 04:04
JP,ID,2017.8.20 23:30
ID,JP,2017.8.21 08:07
IE,GB,2017.11.19 16:01
US,CA,2019.7.23 11:18
CA,US,2019.7.24 00:59
US,SE,2016.9.5 21:04
SE,US,2016.9.10 21:07
OM,TH,2017.11.20 16:28
JP,MA,2016.10.11 23:38
NG,IN,2018.8.24 22:27
IN,NG,2018.9.1 12:37
PT,AO,2019.2.16 12:56
AO,ES,2019.2.16 13:04
SA,ID,2018.7.30 07:25
GB,DE,2018.9.28 06:56
DE,GB,2018.9.28 12:26
GB,EE,2018.10.11 05:57
EE,LV,2018.10.12 05:50
LV,LT,2018.10.16 08:48
LT,GB,2018.10.20 11:51
GB,BY,2018.11.7 15:19
BY,GB,2018.11.11 14:44
GB,DK,2019.2.13 21:30
DK,SE,2019.2.14 12:30
SE,GB,2019.2.16 09:03
GB,ES,2019.2.19 08:52
FR,US,2016.10.28 23:08
US,FR,2016.11.25 07:34
MX,US,2018.7.5 04:02
US,CA,2018.12.15 20:16
CA,IN,2018.12.24 17:59
IN,US,2019.1.7 20:03
CA,GB,2018.1.21 12:26
GB,CA,2018.1.27 03:11
IE,PT,2019.3.1 15:54
JP,VN,2017.3.18 06:08
VN,JP,2017.4.2 02:39
CA,US,2018.2.19 05:00
US,CA,2018.2.26 20:09
IT,GB,2018.6.21 14:11
GB,IT,2018.6.24 13:46
ZA,QA,2019.3.20 22:10
QA,ID,2019.3.21 15:49
RU,RS,2015.4.27 23:32
RS,RU,2015.5.1 17:03
US,IT,2018.5.29 14:12
GB,US,2018.9.25 04:37
PE,PA,2018.9.15 02:10
PA,US,2018.9.16 03:18
BE,GB,2018.10.13 01:39
GB,BE,2018.10.14 20:33
GB,DK,2018.12.11 17:36
PH,TW,2018.8.14 07:17
TW,PH,2018.8.28 00:14
US,ET,2019.1.18 18:48
ET,US,2019.1.21 16:00
JP,US,2018.6.16 00:24
US,CA,2019.1.26 14:05
GB,DK,2018.4.8 08:53
DK,GB,2018.4.10 13:04
US,IL,2017.11.7 00:01
UY,AR,2018.10.13 22:05
US,ES,2015.9.14 03:49
AR,ES,2019.6.14 14:03
MX,US,2018.9.7 20:57
US,AE,2018.9.10 18:03
CN,SG,2018.4.22 09:51
PL,SI,2015.12.3 20:13
SI,DE,2015.12.4 09:08
SE,FR,2019.8.3 21:44
GB,PT,2018.10.6 07:24
PT,GB,2018.10.9 07:34
FI,ES,2016.1.28 15:18
LV,AT,2018.10.11 15:27
AT,LV,2018.10.13 09:38
LV,BE,2018.10.16 16:52
US,KE,2016.7.15 22:17
CN,HK,2018.9.25 17:39
HK,MO,2018.9.26 09:53
US,MX,2018.3.30 21:52
SG,TH,2018.11.20 06:59
TH,SG,2018.11.20 14:16
US,BB,2017.12.25 14:05
MX,US,2016.7.31 16:51
US,MX,2016.8.6 23:15
MX,US,2016.8.7 20:44
JM,US,2018.4.19 18:48
US,CA,2017.12.18 18:55
CA,US,2017.12.19 04:35
US,CA,2017.12.19 04:35
CA,US,2017.12.19 19:15
CH,ES,2016.7.25 19:51
VE,US,2018.2.16 02:18
CA,US,2018.7.27 02:06
US,CA,2018.7.30 01:11
PK,NL,2016.4.21 15:41
GB,NL,2014.6.6 19:04
NL,GB,2014.6.7 21:21
GB,ES,2017.3.6 15:56
KW,SA,2016.11.14 16:00
SA,KW,2016.11.20 20:32
GB,GR,2018.2.11 18:58
GR,GB,2018.2.12 11:45
BH,KW,2018.11.5 20:43
SV,MX,2017.4.26 20:01
MX,SV,2017.4.26 20:14
BR,BE,2016.3.12 07:40
SG,MY,2017.9.15 15:11
MY,SG,2017.9.30 13:42
AR,CA,2018.5.6 03:18
CA,US,2018.5.10 03:58
GB,AU,2018.12.23 07:23
AU,GB,2019.1.13 07:26
KW,ID,2018.4.19 07:07
ID,AE,2018.4.19 17:51
AE,GB,2018.4.21 12:28
GB,KW,2018.4.22 14:29
KW,PL,2018.4.22 21:48
GB,TR,2019.5.12 12:03
JP,TW,2017.6.25 10:01
MY,SG,2017.10.25 02:00
SG,MY,2017.10.25 02:24
US,FR,2015.9.20 12:23
FR,US,2015.9.27 22:10
GB,AE,2019.9.19 17:46
AE,MY,2019.9.20 04:36
MY,SG,2019.9.20 10:32
SG,MY,2019.9.23 14:21
MY,GB,2019.9.27 07:14
MX,US,2017.10.14 23:14
US,MX,2017.10.16 19:27
MX,CA,2017.10.17 15:28
CA,US,2017.10.22 16:25
US,MX,2017.10.25 18:21
ES,RU,2017.11.11 14:24
RU,ES,2017.11.14 12:32
US,NO,2018.12.10 10:44
NO,DE,2018.12.10 12:48
DE,NO,2018.12.11 06:59
NO,DE,2018.12.11 07:43
DE,DK,2018.12.12 21:10
DK,DE,2018.12.15 09:08
DE,SE,2018.12.19 09:49
SE,DE,2018.12.19 10:22
DE,SE,2018.12.19 11:08
GB,PT,2018.1.8 21:27
FR,PT,2019.8.8 14:20
PT,FR,2019.8.18 16:37
TR,ES,2019.5.3 11:16
BH,SY,2018.6.10 07:40
SY,IL,2018.6.10 09:28
IL,US,2018.6.10 16:04
US,UA,2018.6.10 22:32
UA,SA,2018.6.11 06:34
SA,US,2018.6.12 08:07
NL,DE,2018.7.20 10:55
DE,DK,2018.7.20 17:08
DK,NO,2018.7.22 15:17
NO,DK,2018.8.1 08:36
KW,AE,2017.6.15 16:37
